addressLocality,addressRegion,latitude,longitude,postalCode,streetAddress,Store
Hudson,FL,28.34014072,-82.61611308,34669-3099,12021 State Road 52,Family Dollar
Hudson,FL,28.33424251,-82.6670018,34667-2911,12225 Little Rd,Family Dollar
Immokalee,FL,26.42857,-81.41918,34142-3234,225 New Market Road W,Family Dollar
Immokalee,FL,26.418955,-81.416562,34142,106 East Main St,Family Dollar
Immokalee,FL,26.42686149,-81.43293353,34142-2804,610 N. 15th Street,Family Dollar
Indiantown,FL,27.019092,-80.461885,34956-3365,15490 Southwest Trail Rd,Family Dollar
Inglis,FL,29.033991,-82.669773,34449,110 N. Inglis Ave.,Family Dollar
Interlachen,FL,29.626338,-81.887163,32148-5421,109 S County Road 315,Family Dollar
Inverness,FL,28.832503,-82.328516,34450-4997,238b Us Highway 41 S,Family Dollar
Jachsonville,FL,30.329733,-81.588598,32211-5811,1010 Arlington Road North,Family Dollar
Jacksonville,FL,30.34759,-81.52294,32225,1556 Monument Road,Family Dollar
Jacksonville,FL,30.232642,-81.603275,32217,8088 Old Kings Road South,Family Dollar
Jacksonville,FL,30.380247,-81.698881,32209-2558,2261 Edgewood Avenue West,Family Dollar
Jacksonville,FL,30.27470184,-81.83094808,32221,10390 Normandy Blvd.,Family Dollar
Jacksonville,FL,30.33203704,-81.70599312,32254,2507 W. Beaver Street,Family Dollar
Jacksonville,FL,30.20010346,-81.72333286,32244,5466 Collins Road,Family Dollar
Jacksonville,FL,30.22642615,-81.76518047,32244,6800 Firestone Road,Family Dollar
Jacksonville,FL,30.26147086,-81.78163259,32210,4210 Old Middleburg Rd N,Family Dollar
Jacksonville,FL,30.20568665,-81.59566744,32217,4572 Sunbeam Road,Family Dollar
Jacksonville,FL,30.322787,-81.789263,32220-2315,8299 W Beaver St  Ste #7,Family Dollar
Jacksonville,FL,30.4282,-81.6624,32218-4832,1100 Dunn Ave,Family Dollar
Jacksonville,FL,30.294379,-81.780494,32221-6640,7945 Normandy Blvd,Family Dollar
Jacksonville,FL,30.351083,-81.59563,32277-3427,6044 Merrill Rd,Family Dollar
Jacksonville,FL,30.27717,-81.60479,32216-4922,5935 University Blvd W,Family Dollar
Jacksonville,FL,30.371844,-81.66505,32208-5017,5290 Norwood Ave  Ste 1,Family Dollar
Jacksonville,FL,30.290945,-81.62222,32207,4105 Emerson Street,Family Dollar
Jacksonville,FL,30.353605,-81.580108,32277-3005,7001 Merrill Rd,Family Dollar
Jacksonville,FL,30.375316,-81.649639,32208-5358,5751 N Main St Ste 112,Family Dollar
Jacksonville,FL,30.429548,-81.695405,32218,10696 Lem Turner Rd,Family Dollar
Jacksonville,FL,30.310521,-81.736979,32205-4827,5229 Normandy Blvd,Family Dollar
Jacksonville,FL,30.373554,-81.715333,32209-2242,3040 Edgewood Ave W,Family Dollar
Jacksonville,FL,30.356598,-81.674424,32209-4332,3000 Moncrief Rd Unit 6,Family Dollar
Jacksonville,FL,30.33140759,-81.73209796,32254-3014,744 Edgewood Ave N,Family Dollar
Jacksonville,FL,30.314219,-81.704658,32205-5730,929 Mcduff Avenue S,Family Dollar
Jacksonville,FL,30.304016,-81.844719,32221-4109,573 Chaffee Point Blvd,Family Dollar
Jacksonville,FL,30.389102,-81.683681,32208,1621 Edgewood Ave W,Family Dollar
Jacksonville,FL,30.285349,-81.755585,32210-1252,1878 Lane Avenue S,Family Dollar
Jacksonville,FL,30.346805,-81.689749,32209-5349,1945 Kings Rd,Family Dollar
Jacksonville,FL,30.270795,-81.746309,32210,6351 Wilson Blvd,Family Dollar
Jacksonville,FL,30.402632,-81.721178,32208-1829,4750 Soutel Dr.,Family Dollar
Jacksonville,FL,30.24679,-81.731136,32210,5714 Timuquana Road,Family Dollar
Jacksonville,FL,30.313443,-81.571733,32211-8732,8120 Atlantic Blvd,Family Dollar
Jacksonville,FL,30.406452,-81.687178,32208-2271,9114 Lem Turner Road,Family Dollar
Jacksonville,FL,30.353796,-81.654205,32206-2946,2610 North Main Street,Family Dollar
Jacksonville,FL,30.184852,-81.609603,32257-8650,"10550 Old Saint  Augustine Rd,",Family Dollar
Jacksonville,FL,30.440855,-81.762373,32219,6765 Dunn Ave.,Family Dollar
Jacksonville,FL,30.249018,-81.765839,32210-6793,5306 Firestone Rd,Family Dollar
Jacksonville,FL,30.287868,-81.577846,32216-3195,8014 Beach Blvd (State Road No,Family Dollar
Jacksonville,FL,30.226715,-81.737498,32244,6729 Blanding Blvd.,Family Dollar
Jacksonville,FL,30.24743,-81.793741,32210-6462,8566 103rd St,Family Dollar
Jacksonville,FL,30.34011755,-81.67527008,32204-1018,1282 Kings Road,Family Dollar
Jacksonville,FL,30.46824912,-81.61887008,32218-2054,913 New Berlin Rd,Family Dollar
Jacksonville,FL,30.37232217,-81.68837253,32209,5540 Moncrief Rd,Family Dollar
Jacksonville,FL,30.295247,-81.6091,32207-5037,5417 Beach Blvd.,Family Dollar
Jacksonville,FL,30.332893,-81.653262,32202-3052,233 E State Street,Family Dollar
Jacksonville,FL,30.35077946,-81.73187342,32254-1721,2174 Edgewood Avenue N,Family Dollar
Jacksonville,FL,30.301317,-81.628021,32207-3810,3544 Beach Boulevard,Family Dollar
Jacksonville,FL,30.386932,-81.715163,32209,4380 Moncrief Road,Family Dollar
Jasper,FL,30.51865491,-82.94710322,32052-0988,105 Ne Hatley St,Family Dollar
Jay,FL,30.9533036,-87.14940828,32565,14218 Alabama Street,Family Dollar
Jennings,FL,30.6061813,-83.10395292,32053,1177 Plum Street,Family Dollar
Jensen Beach,FL,27.24479015,-80.23417255,34957-7223,1333 Ne Jensen Beach Blvd.,Family Dollar
Kenneth City,FL,27.821383,-82.70996,33709-2005,5701 54th Avenue N,Family Dollar
Kenneth City,FL,27.81522,-82.72681,33709-3113,4731 66th St N,Family Dollar
Key Largo,FL,25.09403,-80.439659,33037-4344,99623 Overseas Highway,Family Dollar
Key Largo,FL,25.163758,-80.381542,33037-3010,105660 Overseas Hwy,Family Dollar
Keystone Heights,FL,29.78758001,-82.03078239,32656,200 N Lawrence Boulevard,Family Dollar
Key West,FL,24.56107464,-81.76478,33040-4602,3114 Flagler Avenue,Family Dollar
Kissimmee,FL,28.12654731,-81.46054828,34759-4222,695 Walnut Street,Family Dollar
Kissimmee,FL,28.339841,-81.362406,34743-5308,690 Buenaventura Blvd #300,Family Dollar
Kissimmee,FL,28.29051417,-81.41651609,34741-5461,102 S John Young Parkway,Family Dollar
Kissimmee,FL,28.34649872,-81.30914909,34744-9505,3295 Boggy Creek Road,Family Dollar
Kissimmee,FL,28.32471089,-81.41546755,34741,2625 N John Young Parkway,Family Dollar
Kissimmee,FL,28.25714775,-81.48527761,34758-2006,1645 S Poinciana Boulevard,Family Dollar
Kissimmee,FL,28.31951867,-81.39199,34744-1935,2500 Michigan Avenue,Family Dollar
Kissimmee,FL,28.30863,-81.404991,34744-3307,1900 N Main St,Family Dollar
Kissimmee,FL,28.303828,-81.441685,34741-4631,4000 West Vine Street,Family Dollar
Kissimmee,FL,28.32079406,-81.33915372,34744,2600 Simpson Rd.,Family Dollar
Kissimmee,FL,28.28625226,-81.35630195,34744,2180 E Irlo Bronson Memorial H,Family Dollar
Labelle,FL,26.75058508,-81.43768227,33935,790 South Bridge Street,Family Dollar
La Belle,FL,26.761944,-81.442175,33935,716 W. Corbett Avenue,Family Dollar
Lake Alfred,FL,28.09032855,-81.72998756,33850,225 S Lake Shore Way,Family Dollar
Lake Butler,FL,30.024068,-82.345254,32054-1033,675 W Main St,Family Dollar
Lake City,FL,30.188225,-82.621795,32055-4181,1020 E Duvall St,Family Dollar
Lake City,FL,30.182127,-82.70876,32024-3460,4534 Sw Heritage Oaks Circle,Family Dollar
Lake City,FL,30.194972,-82.636751,32055-2880,499 N Marion Ave,Family Dollar
Lakeland,FL,28.02840038,-81.90815775,33801-6321,1135 S Combee Road,Family Dollar
Lakeland,FL,28.09998416,-82.00523389,33810,4285 Kathleen Road,Family Dollar
Lakeland,FL,27.97444974,-81.97563391,33811,1090 W Pipkin Road,Family Dollar
Lakeland,FL,28.027097,-81.976296,33803-1879,1331 Ariana St,Family Dollar
Lakeland,FL,28.053875,-81.947203,33801-1919,921 E Memorial Blvd,Family Dollar
Lakeland,FL,28.036902,-82.013975,33815-3335,3903 New Tampa Hwy,Family Dollar
Lakeland,FL,28.048461,-81.904934,33801-9222,2790 Us Hwy 92 E,Family Dollar
Lakeland,FL,28.074982,-81.958351,33805-2418,2447 North Road 98,Family Dollar
Lakeland,FL,28.047912,-81.98946,33815,615 N. Wabash Avenue,Family Dollar
Lakeland,FL,28.0611664,-81.97327602,33805-3516,1321 Kathleen Rd,Family Dollar
Lake Panasoffkee,FL,28.787159,-82.128825,33538-6129,2085 N C 470,Family Dollar
Lake Park,FL,26.807124,-80.074588,33403-2041,1445 10th St,Family Dollar
Lake Placid,FL,27.23556944,-81.33009636,33852,116 S Sun &#39;N Lakes Blvd.,Family Dollar
Lake Placid,FL,27.298895,-81.356836,33852-5253,170 Plaza Ave,Family Dollar
Lake Wales,FL,27.89261172,-81.56174847,33853-4323,1430 State Road 60 E,Family Dollar
Lake Wales,FL,27.900705,-81.59292,33853-4011,135 W Central Ave,Family Dollar
Lake Worth,FL,26.61789,-80.115404,33463-3452,4640 Lake Worth Rd,Family Dollar
Lake Worth,FL,26.618333,-80.071122,33461-4228,1908 Lake Worth Rd,Family Dollar
Lake Worth,FL,26.60084951,-80.05610979,33460-5610,1206 S Dixie Hwy,Family Dollar
Lake Worth,FL,26.584311,-80.091959,33462,6258 South Congress Ave.,Family Dollar
Lantana,FL,26.57263509,-80.0622912,33462,1199 Hypoluxo Road,Family Dollar
Largo,FL,27.909017,-82.795662,33770,705 8th Avenue Sw,Family Dollar
Largo,FL,27.930504,-82.786723,33770-1820,1442 Missouri Ave N,Family Dollar
Largo,FL,27.88058,-82.786353,33778-2802,11849 Seminole Blvd,Family Dollar
Largo,FL,27.915097,-82.749416,33771-1930,3665 E  Bay Dr,Family Dollar
Largo,FL,27.881591,-82.817084,33774-3537,12887 Walsingham Rd,Family Dollar
Largo,FL,27.916646,-82.720041,33760-1923,2860 Roosevelt Blvd.,Family Dollar
Largo,FL,27.8963896,-82.74522345,33771-4005,13625 S Belcher Rd,Family Dollar
Lauderhill,FL,26.147137,-80.203518,33313-5813,1621 A Nw 40th Avenue,Family Dollar
Lee,FL,30.41904139,-83.29870073,32059-4881,569 Se Seaboard Street,Family Dollar
Leesburg,FL,28.823075,-81.889081,34748-3838,937 N 14th St,Family Dollar
Lehigh Acres,FL,26.61785263,-81.73134613,33971,5009 Lee Boulevard,Family Dollar
Lehigh Acres,FL,26.677572,-81.59877308,33972,2005 Joel Boulevard,Family Dollar
Lehigh Acres,FL,26.56447279,-81.60535249,33974,630 Bell Boulevard S,Family Dollar
Lehigh Acres,FL,26.60395163,-81.64822402,33936-6037,1111 Homestead Rd N,Family Dollar
Lehigh Acres,FL,26.616736,-81.691601,33971,3519 Lee Boulevard,Family Dollar
Lehigh Acres,FL,26.605434,-81.610579,33972-2301,85 Joel Blvd,Family Dollar
Live Oak,FL,30.24286983,-83.23735713,32060,23538 County Road 250,Family Dollar
Longwood,FL,28.699868,-81.328361,32750,256 N Us Highway 17 &amp; 92,Family Dollar
Lynn Haven,FL,30.2229,-85.6635,32444-4566,4129 Northshore Road,Family Dollar
Macclenny,FL,30.28208,-82.12788,32063-2033,359 West Maccleeny Avenue,Family Dollar
Madison,FL,30.469825,-83.417243,32340-2410,244 W. Base Street,Family Dollar
Marianna,FL,30.7482834653749,-85.2727126823236,32448,3985 Distribution Drive,Family Dollar
Marianna,FL,30.774107,-85.220764,32446,4504 Lafayette Street,Family Dollar
Marianna,FL,30.780932,-85.243819,32446-8235,4227 Lafayette St,Family Dollar
Marion Oaks,FL,29.015901,-82.178089,34473,3245 Sw 142nd Ln,Family Dollar
Mascotte,FL,28.57736637,-81.88549752,34753,279 E Myers Blvd,Family Dollar
Mayo,FL,30.052696,-83.171646,32066,312 East Main Street,Family Dollar
Melbourne,FL,28.136508,-80.648095,32935,1648 Aurora Road,Family Dollar
Melbourne,FL,28.12210482,-80.65712,32935,2200 Sarno Rd,Family Dollar
Melrose,FL,29.715317,-82.045255,32666,881 N State Road 21,Family Dollar
Miami,FL,25.841029,-80.200956,33150,7200 North West 2nd Avenue,Family Dollar
Miami,FL,25.76239,-80.30358,33144-4712,821 Sw 67th Avenue,Family Dollar
Miami,FL,25.57993871,-80.39761073,33177,20090 Sw 127th Avenue,Family Dollar
Miami,FL,25.779553,-80.229389,33125,2090 Nw 7th Street,Family Dollar
Miami,FL,25.88469313,-80.19945008,33168-4432,55 Nw 119th Street,Family Dollar
Miami,FL,25.8167336,-80.24022204,33142,4635 Nw 27th Avenue,Family Dollar
Miami,FL,25.79213328,-80.22342193,33125-2314,1808 Nw 17th Street,Family Dollar
Miami,FL,25.9118123,-80.21115609,33168,14941 Nw 7th Avenue,Family Dollar
Miami,FL,25.77374,-80.21281,33130-1031,1055 W. Flagler Street,Family Dollar
Miami,FL,25.845327,-80.24209,33147,2712 Nw 79th Street,Family Dollar
Miami,FL,25.60466494,-80.35075437,33157,9823 E. Hibiscus Street,Family Dollar
Miami,FL,25.590594,-80.3794,33157-6548,11520 Quail Roost Dr,Family Dollar
Miami,FL,25.628713,-80.376083,33157-1101,11269 Sw 152nd St,Family Dollar
Miami,FL,25.943159,-80.215526,33169-4438,18328 Nw 7th Avenue,Family Dollar
Miami,FL,25.875367,-80.211511,33168-2110,11002 Nw 7th Ave,Family Dollar
Miami,FL,25.810168,-80.213347,33127-3012,1085 Nw 36th St,Family Dollar
Miami,FL,25.807158,-80.22355,33142-6164,3311 Nw 17th Ave,Family Dollar
Miami,FL,25.849256,-80.186297,33138-4519,541 Ne 81st St,Family Dollar
Miami,FL,25.833662,-80.207923,33150,631 Nw 62 St,Family Dollar
Miami,FL,25.856455,-80.21061,33150-2306,8900 Nw 7th Ave,Family Dollar
Miami,FL,25.814501,-80.199799,33127-2844,4190 Nw 2nd Ave,Family Dollar
Miami,FL,25.85902,-80.242548,33147-3004,9390 Nw 27th Ave,Family Dollar
Miami,FL,25.619132,-80.348407,33157-3353,9590 Sw 160th Street,Family Dollar
Miami,FL,25.773032,-80.228256,33135-1616,2009 W Flagler St,Family Dollar
Miami,FL,25.838307,-80.225981,33147-6920,1720 Nw 69th Terrace,Family Dollar
Miami,FL,25.765879,-80.224239,33135-3506,1795 Sw 8th St,Family Dollar
Miami,FL,25.56200968,-80.38480352,33170-2835,22053 S. Dixie Hwy.,Family Dollar
Miami,FL,25.84660134,-80.23234591,33147,2151 Nw 79th Street,Family Dollar
Miami,FL,25.749417,-80.334288,33155-2337,8601 Sw 24th St.,Family Dollar
Miami,FL,25.831764,-80.232393,33147-7827,2173 Nw 62nd St.,Family Dollar
Miami,FL,25.825511,-80.195716,33137,3 Ne 54th Street,Family Dollar
Miami,FL,25.89776488,-80.23516437,33167-1457,2195 Nw 135th Street,Family Dollar
Miami,FL,25.824458,-80.216837,33142-3865,1220 Nw 54th Street,Family Dollar
Miami Beach,FL,25.855449,-80.130826,33141-2812,1166 Normandy Dr,Family Dollar
Miami Gardens,FL,25.94099012,-80.22960536,33056-3855,1700 Nw 183rd Street,Family Dollar
Miami Gardens,FL,25.9408826,-80.2593916,33056-3465,3465 Nw 183rd Street,Family Dollar
Miami Gardens,FL,25.953582,-80.261325,33056-2250,19721 Nw 37th Ave.,Family Dollar
Miami Gardens,FL,25.924658,-80.244035,33054,16525 Nw 27th Avenue,Family Dollar
Miami Shores,FL,25.858258,-80.182181,33138-3221,9045 Biscayne Blvd,Family Dollar
Micco,FL,27.88480672,-80.50407745,32976,290 Barefoot Blvd,Family Dollar
Middleburg,FL,30.0626,-81.88978,32068-4849,4249 County Road 218,Family Dollar
Middleburg,FL,30.096559,-81.812491,32068,3166 County Road 220,Family Dollar
Milton,FL,30.6304927,-87.04371166,32570-4732,5397 Stewart Street,Family Dollar
Milton,FL,30.666744,-87.053134,32570,6380 Highway 87 N,Family Dollar
Mims,FL,28.66460697,-80.84380402,32754-3849,2429 Us Highway 1,Family Dollar
Miramar,FL,25.981107,-80.224367,33023-6003,6830 Miramar Pky,Family Dollar
Moore Haven,FL,26.834038,-81.096627,33471,499 U.S. 27,Family Dollar
Morriston,FL,29.29009532,-82.53446397,32668,2991 Se State Road 121,Family Dollar
Mount Dora,FL,28.806527,-81.672342,32757-3503,2714 W Old Us Highway 441,Family Dollar
Mulberry,FL,27.90995244,-82.01456282,33860,2170 Bailey Rd,Family Dollar
Naples,FL,26.128501,-81.771282,34112-5711,2888 Tamiami Trl E,Family Dollar
Naples,FL,26.181376,-81.707357,34116-6953,4857 Golden Gate Pky,Family Dollar
Naranja,FL,25.512156,-80.431641,33032-8210,27365 S Dixie Hwy,Family Dollar
Navarre,FL,30.43193825,-86.86559953,32566,2694 Hwy 87 S.,Family Dollar
Navarre,FL,30.401636,-86.934709,32563,6899 Navarre Pkwy,Family Dollar
Newberry,FL,29.650824,-82.600515,32669-2211,24240 W Newberry Rd,Family Dollar
New Port Richey,FL,28.28888,-82.67724292,34654-4221,9033 Little Rd,Family Dollar
New Port Richey,FL,28.27404597,-82.62348177,34654,8080 Moon Lake Rd,Family Dollar
N Lauderdale,FL,26.227237,-80.221887,33068-1426,7200 Southgate Blvd,Family Dollar
N Miami,FL,25.89887213,-80.19226129,33161,13400 Ne 3rd Court,Family Dollar
N Miami,FL,25.884236,-80.211691,33168-2334,745 Nw 119th St,Family Dollar
N Miami,FL,25.970867,-80.204975,33169-2112,21329 Nw 2nd Ave,Family Dollar
N Miami,FL,25.909579,-80.169505,33161-3031,14512 W Dixie Hwy,Family Dollar
N. Miami,FL,25.890073,-80.169911,33161,1450 Ne 123rd Street,Family Dollar
N Miami,FL,25.89887213,-80.19226129,33161,13400 Ne 3rd Court,Family Dollar
N Miami,FL,25.884236,-80.211691,33168-2334,745 Nw 119th St,Family Dollar
N Miami,FL,25.970867,-80.204975,33169-2112,21329 Nw 2nd Ave,Family Dollar
N Miami,FL,25.909579,-80.169505,33161-3031,14512 W Dixie Hwy,Family Dollar
N. Miami,FL,25.890073,-80.169911,33161,1450 Ne 123rd Street,Family Dollar
North Fort Pierce,FL,27.469628,-80.33587,34946-1406,1859 North Us Hwy  1,Family Dollar
North Lauderdale,FL,26.21628,-80.20601,33068-2811,6039 Kimberly Blvd.,Family Dollar
North Lauderdale,FL,26.207212,-80.235856,33068-4255,8076 W. Mcnab Road,Family Dollar
North Miami,FL,25.909936,-80.188288,33161-2306,14610 Ne 6th Ave,Family Dollar
Oakland Park,FL,26.166115,-80.184474,33311-1226,2901a West Oakland Park Blvd.,Family Dollar
Ocala,FL,29.222047,-82.12355845,34479,3457 Jacksonville Rd.,Family Dollar
Ocala,FL,29.196617,-82.151932,34475,990 Nw 15th Avenue,Family Dollar
Ocala,FL,29.11199,-82.02239,34472-2360,9264 Se Maricamp Rd,Family Dollar
Ocala,FL,29.185598,-82.170415,34475-5656,2826 W Silver Springs Blvd,Family Dollar
Ocala,FL,29.214705,-82.143882,34475-9355,810 Nw 28th St,Family Dollar
Ocala,FL,29.199554,-82.102081,34470-4802,2614 Ne 14th Street,Family Dollar
Ocala,FL,29.11546131,-82.21936973,34476-5558,6060 Sw Highway 200,Family Dollar
Ocala,FL,29.128359,-82.038789,34472-2814,6814 Se Maricamp Road,Family Dollar
Ocala,FL,29.211413,-82.196616,34482,2370 Nw 45th Ter,Family Dollar
Ocala,FL,29.15635159,-82.08596639,34480,3660 Se Maricamp Rd,Family Dollar
Ocoee,FL,28.58505532,-81.52579419,34761,1403 Wurst Road,Family Dollar
Ocoee,FL,28.572677,-81.545247,34761-2210,9 W Silver Star Rd,Family Dollar
Okeechobee,FL,27.24297553,-80.84883714,34974,1984 Highway 70 West,Family Dollar
Okeechobee,FL,27.243374,-80.81958,34974,930 Ne Park Street,Family Dollar
Okeechobee,FL,27.207847,-80.808258,34974-7315,1951 Us Highway 441 Se,Family Dollar
Opa Locka,FL,25.938473,-80.275648,33055-3051,4669 Nw 183rd St,Family Dollar
Opa Locka,FL,25.905743,-80.244552,33054-3660,14400 Nw 27th Ave,Family Dollar
Orlando,FL,28.486467,-81.406521,32839,2041 American Blvd.,Family Dollar
Orlando,FL,28.391942,-81.377291,32824,104 W Wetherbee Road,Family Dollar
Orlando,FL,28.461665,-81.397018,32809-5716,7113 S Orange Blossom Trail,Family Dollar
Orlando,FL,28.52733714,-81.43335547,32811,4296 Columbia Street,Family Dollar
Orlando,FL,28.55879114,-81.49046767,32818-6477,1025 N Apopke Vineland Road,Family Dollar
Orlando,FL,28.48019968,-81.29709344,32822-3321,6412 Hoffner Avenue,Family Dollar
Orlando,FL,28.56443344,-81.24562508,32825,1420 N Dean Road,Family Dollar
Orlando,FL,28.61357251,-81.43172668,32810,6325 N Orange Blossom Trail,Family Dollar
Orlando,FL,28.61134484,-81.46916901,32810,6410 Clarcona Ocoee Road,Family Dollar
Orlando,FL,28.5425,-81.4468,32811,4969 Old Winter Garden Road,Family Dollar
Orlando,FL,28.511908,-81.32915,32812-5233,4608 E Michigan Street,Family Dollar
Orlando,FL,28.473214,-81.428155,32809-3604,4073 W Oak Ridge Rd,Family Dollar
Orlando,FL,28.497671,-81.398525,32839-1704,4524 S Orange Blossom Trl,Family Dollar
Orlando,FL,28.578675,-81.452961,32808-3503,2712 N Pine Hills Rd,Family Dollar
Orlando,FL,28.534231,-81.308929,32807-3121,701 S Semoran Blvd,Family Dollar
Orlando,FL,28.578885,-81.474053,32818-3007,2641 N Hiawassee Rd,Family Dollar
Orlando,FL,28.55061,-81.412623,32804-8009,2532 West Colonial Drive,Family Dollar
Orlando,FL,28.523425,-81.345696,32806-3330,2900 Curry Ford Rd,Family Dollar
Orlando,FL,28.400815,-81.406367,32837,11334 S Orange Blossom Trl,Family Dollar
Orlando,FL,28.530441,-81.398366,32805-3712,1340 West Gore Street,Family Dollar
Orlando,FL,28.517233,-81.426397,32805-5719,2200 Bruton Blvd Ste A,Family Dollar
Orlando,FL,28.553627,-81.453914,32808-7609,5401 W Colonial Dr,Family Dollar
Orlando,FL,28.510923,-81.400823,32805-6320,3015 S. Rio Grande Avenue,Family Dollar
Orlando,FL,28.611828,-81.415481,32810-4805,5997 Edgewater Drive,Family Dollar
Orlando,FL,28.467207,-81.385841,32809-5907,645 W Lancaster Rd,Family Dollar
Orlando,FL,28.470892,-81.410622,32809-3708,2360 West Oak Ridge Road,Family Dollar
Orlando,FL,28.538827,-81.458822,32811,110 N Kirkman Road,Family Dollar
Orlando,FL,28.535534,-81.286641,32822-8108,750 S Goldenrod Rd,Family Dollar
Orlando,FL,28.492844,-81.286116,32822,3808 S Goldenrod Rd,Family Dollar
Orlando,FL,28.564618,-81.173079,32826,14254 E. Colonial Drive,Family Dollar
Orlando,FL,28.597849,-81.450373,32808-1952,4511 N Pine Hills Road,Family Dollar
Orlando,FL,28.55034,-81.479979,32818-6743,7210 W Colonial Dr,Family Dollar
Orlando,FL,28.36570675,-81.36759564,32824,13804 Landstar Blvd,Family Dollar
Orlando,FL,28.55275,-81.392465,32804-7314,918 W Colonial Drive,Family Dollar
Ormond Beach,FL,29.260432,-81.076052,32174,780 S. Nova Rd,Family Dollar
Pace,FL,30.600799,-87.156508,32571-1917,4019 Highway 90,Family Dollar
Pahokee,FL,26.826226,-80.660436,33476-1402,590 E Main St,Family Dollar
Palatka,FL,29.64102701,-81.66352035,32177-4158,3205 Crill Avenue,Family Dollar
Palatka,FL,29.655928,-81.657082,32177,2608 Reid Street,Family Dollar
Palm Bay,FL,28.01859506,-80.58479056,32905,2200 Port Malabar Blvd Ne,Family Dollar
Palm Bay,FL,28.032695,-80.623388,32905-2820,4700 Babcock St Ne,Family Dollar
Palmetto,FL,27.52009,-82.558945,34221-4013,615 10th St E,Family Dollar
Panama City,FL,30.17493246,-85.68983219,32401-1748,1907 W 15th Street,Family Dollar
Panama City,FL,30.158426,-85.65798,32401,300 6th St E,Family Dollar
Panama City,FL,30.14639,-85.590286,32404-6451,104 N Tyndall Pky,Family Dollar
Panama City,FL,30.156401,-85.6259,32401-5271,2600 E 5th St,Family Dollar
Pembroke Park,FL,25.98416,-80.184184,33023-4452,4100 Hallandale Beach Blvd,Family Dollar
Pembroke Pines,FL,26.024408,-80.250322,33024-3602,1712 N University Drive,Family Dollar
Pensacola,FL,30.41975776,-87.22651246,32501-3037,711 W Cervantes Street,Family Dollar
Pensacola,FL,30.4963934,-87.25415563,32503-7154,7144 N. Palafox Street,Family Dollar
Pensacola,FL,30.426084,-87.208448,32503-5925,1301 N 9th Ave,Family Dollar
Pensacola,FL,30.50861538,-87.21862109,32514,8084 N. Davis Hwy,Family Dollar
Pensacola,FL,30.421757,-87.315883,32506-3763,8187 W Fairfield Dr,Family Dollar
Pensacola,FL,30.534233,-87.26078,32514,"312 E Nine Mile Rd, Suite 30",Family Dollar
Pensacola,FL,30.408637,-87.275085,32507-1100,"120 Chiefs Way, Suite 9",Family Dollar
Pensacola,FL,30.4444807,-87.23857076,32501-1040,1817 W Fairfield Dr,Family Dollar
Pensacola,FL,30.42716,-87.27296,32506-4217,4322 Lillian Hwy,Family Dollar
Pensacola,FL,30.452538,-87.21352,32503-2802,3812 N 9th Ave,Family Dollar
Pensacola,FL,30.486296,-87.306975,32526-8907,6929 Pine Forest Rd,Family Dollar
Pensacola,FL,30.387795,-87.289902,32507-3248,1110 Gulf Beach Highway,Family Dollar
Pensacola,FL,30.460462,-87.289809,32526,2829 West Michigan Ave,Family Dollar
Pensacola,FL,30.430808,-87.241259,32505-6031,1717 N. Pace Blvd.,Family Dollar
Pensacola,FL,30.462718,-87.251972,32505-3111,5218 N W Street,Family Dollar
Perry,FL,30.1051232,-83.58300024,32348,1503 S. Jefferson Street,Family Dollar
Pinellas,FL,27.834422,-82.727685,33781,6875 66th Street N,Family Dollar
Pinellas Park,FL,27.834947,-82.700527,33781-5733,6950 49th St,Family Dollar
Plant City,FL,28.003043,-82.122726,33566-6905,1403 S Collins St,Family Dollar
Plant City,FL,28.0191,-82.159313,33563-2838,3509 W Baker St,Family Dollar
Poinciana,FL,28.144895,-81.465685,34759,520 Cypress Parkway #300,Family Dollar
Poinciana,FL,28.0680361,-81.49392236,34759,3495 Poinciana Parkway,Family Dollar
Pompano Beach,FL,26.23740687,-80.12365972,33060,51 Ne 6th Street,Family Dollar
Pompano Beach,FL,26.290795,-80.110934,33064-4861,4811 N Dixie Hwy,Family Dollar
Port Richey,FL,28.280085,-82.70417,34668-6837,6670 Ridge Road,Family Dollar
Port St Joe,FL,29.812438,-85.299885,32456,510 C G Costin Blvd,Family Dollar
Port St. Lucie,FL,27.318253,-80.366196,34983,577 Nw Prima Vista Blvd.,Family Dollar
Port St Lucie,FL,27.27619536,-80.28526974,34952-6885,10331 Se Lennard Road,Family Dollar
Port St. Lucie,FL,27.318253,-80.366196,34983,577 Nw Prima Vista Blvd.,Family Dollar
Port St Lucie,FL,27.27619536,-80.28526974,34952-6885,10331 Se Lennard Road,Family Dollar
Princeton,FL,25.53819044,-80.37151945,33032,24785 Sw 112th Avenue,Family Dollar
Punta Gorda,FL,27.00215866,-82.02910624,33983-6404,25365 Rampart Boulevard,Family Dollar
Riviera Beach,FL,26.785418,-80.053559,33404-2320,2900 Broadway,Family Dollar
Riviera Beach,FL,26.78366017,-80.0878292,33404,2501 Congress Avenue,Family Dollar
Ruskin,FL,27.71964562,-82.43374002,33570,37 N Us Highway 41,Family Dollar
Saint Augustine,FL,29.89012441,-81.34298745,32084-8716,840 W King Street,Family Dollar
Saint Cloud,FL,28.19637918,-81.29194436,34772,3361 Canoe Creek Rd,Family Dollar
